инструмент	актуальная_ссылка	запасная_копия	копий
powersub-demo-7484	https://github.com/Flix-ux/powersub-demo-7484	—	1
powersub-demo-8602	https://github.com/yantoaldama/powersub-demo-8602	—	1
powersub-demo-8662	https://github.com/najsahscamcjknd/powersub-demo-8662	—	1
powersub-demo-8769	https://github.com/Doom1001/powersub-demo-8769	—	1
powersub-demo-8892	https://github.com/Phyton213re/powersub-demo-8892	—	1
powersub-demo-9529	https://github.com/sergiu134/powersub-demo-9529	—	1
powersub-demo-9620	https://github.com/4pollo-code/powersub-demo-9620	—	1
powloot	https://github.com/TheGodslayer6/powloot	—	1
poyovx_gpusamples	https://github.com/master-repossession313/PoyoVX_GPUSamples	—	1
pptx-creatord	https://github.com/thiagoruss0/pptx-creatord	—	1
practical_datascience_notebooks	https://github.com/AljabalyYasser/practical_datascience_notebooks	—	1
pragati_backend_2025	https://github.com/attorneywenn/Pragati_Backend_2025	—	1
pragmata-reframework	https://github.com/Jacquelineinquisitive996/Pragmata-Reframework	—	1
praktikum2020	https://github.com/FauzanOktavianto/praktikum2020	—	1
preact-codegen	https://github.com/Karnchoudhary-99/preact-codegen	—	1
precision-aim-8ball-pool	https://github.com/AbdoooAli/precision-aim-8ball-pool	—	1
prediction-market	https://github.com/IncidentGames/prediction-market	—	1
prediction-market-arbitrage-bot	https://github.com/Crayz916/prediction-market-arbitrage-bot	—	1
predictionmarket	https://github.com/Duollc/PredictionMarket	—	1
predictive-policing-using-ai	https://github.com/jahmurian/Predictive-Policing-Using-AI	—	1
predictive-sentiment-analysis-of-twitter-for-btc	https://github.com/cistelsa/Predictive-Sentiment-Analysis-of-Twitter-for-BTC	—	1
predictplus	https://github.com/jaime12minaya/PredictPlus	—	1
predmarket	https://github.com/elsantos305/predmarket	—	1
preflight	https://github.com/nativesicilianpizza182/PreFlight	—	1
premirror	https://github.com/Erickv8589/premirror	—	1
preocr	https://github.com/cannsssff/preocr	—	1
presence-ai	https://github.com/gil444lf/presence-ai	—	1
presentationkit	https://github.com/kalyanijawalekar/PresentationKit	—	1
pressure-is-the-only-honest-metric	https://github.com/bmd097/Pressure-Is-the-Only-Honest-Metric	—	1
priceticker	https://github.com/SKING911/PriceTicker	—	1
primus	https://github.com/Trichopteranmilitaryformation398/Primus	—	1
printer-offline-fix	https://github.com/Samkw7740/printer-offline-fix	—	1
printingtools	https://github.com/quinnpayn1299/PrintingTools	—	1
printvault3d	https://github.com/roberto981smj/PrintVault3D	—	1
prism-scanner	https://github.com/Shelflifegymnopilusvalidipes977/prism-scanner	—	1
prismapilot	https://github.com/keoki808808/prismapilot	—	1
prismer	https://github.com/gilbertpap/Prismer	—	1
prison-lift-clash-helper	https://github.com/elcompastreaming18-svg/Prison-Lift-Clash-Helper	—	1
privacy-relay-system	https://github.com/Chondrinvolubility888/Privacy-Relay-System	—	1
private-esp-for-scum-optima	https://github.com/kx1mxx/Private-ESP-for-SCUM-Optima	—	1
privatefoundationmodels	https://github.com/wittyunforgiving119/PrivateFoundationModels	—	1
prix	https://github.com/CuisineQueen/prix	—	1
pro-tasker-backend	https://github.com/Atoz-script/pro-tasker-backend	—	1
pro-tasker-frontend	https://github.com/DBIYA26/pro-tasker-frontend	—	1
processhacker-mcp	https://github.com/danya120o3/processhacker-mcp	—	1
prodigy_wd_02	https://github.com/uxno/PRODIGY_WD_02	—	1
product-dev-blueprint	https://github.com/Surging-scotandlot818/product-dev-blueprint	—	1
product_picker	https://github.com/hermiogg-arch/product_picker	—	1
producthunt-skills	https://github.com/Gaelonchas/producthunt-skills	—	1
production-card-application	https://github.com/Enobongokon/production-card-application	—	1
production-rag	https://github.com/mahdidjemaci/production-rag	—	1
production-serverless-aws-infra	https://github.com/Bharat23q/production-serverless-aws-infra	—	1
production-webhook-idempotency-guard	https://github.com/momomonda/production-webhook-idempotency-guard	—	1
productlisting	https://github.com/reninstem/productListing	—	1
profcode	https://github.com/joaomoncaio/profcode	—	1
profile_info	https://github.com/kahoikreations/profile_info	—	1
programe-lenguage	https://github.com/botTsunami/programe-lenguage	—	1
programmersjoke_and_quotegenerator	https://github.com/abzsalik/ProgrammersJoke_and_QuoteGenerator	—	1
programming-project-template	https://github.com/geared-radiobrightness882/Programming-Project-Template	—	1
progressive-agent	https://github.com/Rayan55050/progressive-agent	—	1
proguin	https://github.com/khentpacaldo1/ProGuin	—	1
project	https://github.com/pinespittlebugacre696/Project	—	1
project-10	https://github.com/PassakornMeema/project-10	—	1
project-bootstrap	https://github.com/metalliccoloured-indiscretion271/project-bootstrap	—	1
project-hub	https://github.com/Tatooo29/project-hub	—	1
project-niche-layer	https://github.com/FRAHY04/Project-Niche-Layer	—	1
project-x	https://github.com/SyedFuzlan/project-x	—	1
project2	https://github.com/palakchoudhary062/project2	—	1
project_5-ai-echo_sentiment-analysis	https://github.com/tunawasabe/Project_5-AI-Echo_Sentiment-Analysis	—	1
project_synapse	https://github.com/ronalddatcher/Project_Synapse	—	1
projectlodestar	https://github.com/estrify/ProjectLodestar	—	1
projects-based-on-atmage32	https://github.com/dohehe29/Projects-Based-on-Atmage32	—	1
projectzip	https://github.com/arkannz/projectzip	—	1
projetoreconhecimentofacial	https://github.com/sagiler/ProjetoReconhecimentoFacial	—	1
prometheus-llm	https://github.com/Kakz/prometheus-llm	—	1
promethium	https://github.com/yooucef/Promethium	—	1
prompt-engineering-models	https://github.com/xlrepotestaa/prompt-engineering-models	—	1
prompt-entropy-experiment	https://github.com/kadirovjr/prompt-entropy-experiment	—	1
prompt-schema	https://github.com/Wasfi123/prompt-schema	—	1
prompt-shield	https://github.com/ShaggyT0701/prompt-shield	—	1
prompt-to-asset	https://github.com/lightsomenessvandyke9074/prompt-to-asset	—	1
prompt-to-skill	https://github.com/Pascalslawoffluidpressuresjalousie29/prompt-to-skill	—	1
promptbuilder	https://github.com/Overfed-leap533/promptbuilder	—	1
promptclipboard	https://github.com/nomohouse/PromptClipboard	—	1
promptguard	https://github.com/rizkycsv/PromptGuard	—	1
promptshield	https://github.com/LoonMORTI/promptshield	—	1
propesy_demon	https://github.com/Websyze/Propesy_Demon	—	1
proresume	https://github.com/kuro85/ProResume	—	1
protectedarrays.jl	https://github.com/bbmbbm1513/ProtectedArrays.jl	—	1
protocolo_turing	https://github.com/khanhdata/Protocolo_Turing	—	1
provenance-action	https://github.com/ZoobyMoo2744/provenance-action	—	1
proxmo-rl	https://github.com/ppap54088/ProxMO-RL	—	1
proxmox-lxc-tailscale-injector	https://github.com/chatchaloem/proxmox-lxc-tailscale-injector	—	1
proxmox-perfect-woocommerce	https://github.com/louists3629/proxmox-perfect-woocommerce	—	1
proxmox-ubuntu-lxc-provisioner	https://github.com/youssefshx/proxmox-ubuntu-lxc-provisioner	—	1
proxpatch	https://github.com/nikunj798/ProxPatch	—	1
proxy-ipv6-generator	https://github.com/despiteportablecomputer411/proxy-ipv6-generator	—	1
proxy-multi-protocol-checker	https://github.com/chalie56/proxy-multi-protocol-checker	—	1
proxycache	https://github.com/neshat73/proxycache	—	1
proxyearth	https://github.com/muhammad1125t/proxyearth	—	1
ps1-x11	https://github.com/Wq-ui-cmd/ps1-x11	—	1
psvmp	https://github.com/nomankharal/PSVMP	—	1
psychat	https://github.com/rein98/PsyChat	—	1
ptionsplus	https://github.com/mitchellrevill123/PtionsPlus	—	1
ptl	https://github.com/tahaahmed10/ptl	—	1
ptrader	https://github.com/PandaKawaii334/ptrader	—	1
ptx-tutorial-by-aislop	https://github.com/Kurvaan/ptx-tutorial-by-aislop	—	1
pubg-mobile-bypass-source-fixed	https://github.com/Shiraori879/PUBG-Mobile-Bypass-Source-fixed	—	1
public-api-list	https://github.com/Alexinaja/public-api-list	—	1
public-apis	https://github.com/Dewrry1895/public-apis	—	1
public-streaming-api	https://github.com/Franc-macharia/public-streaming-api	—	1
publicdotcom-api-dashboard	https://github.com/kumarabhinav15/PublicDotCom-API-Dashboard	—	1
puck	https://github.com/jgiordano16/puck	—	1
puck-arena	https://github.com/agustinusf132-lgtm/Puck-Arena	—	1
pugdns	https://github.com/Ander12342/pugdns	—	1
pulsar-framework	https://github.com/BlackandBrownBerries/pulsar-framework	—	1
pulse-ai	https://github.com/kuldeepsuryawanshi56-del/pulse-ai	—	1
pulse-engine_market_intelligence_platform	https://github.com/aidenscot6148/Pulse-Engine_Market_Intelligence_Platform	—	1
pulse-tag	https://github.com/mauriciofortes/pulse-tag	—	1
pulsepoint-rag	https://github.com/Ojcalzada/pulsepoint-RAG	—	1
pulsewetprobe-arduino	https://github.com/defenderstockholm494/PulseWetProbe-Arduino	—	1
pump-fun-dashboard	https://github.com/arnautoff1/pump-fun-dashboard	—	1
pump-fun-frontend	https://github.com/12301530/pump-fun-frontend	—	1
pump-quaner	https://github.com/Tarnished555/pump-quaner	—	1
pumpfun-api	https://github.com/ratudijah/pumpfun-api	—	1
pumpfun-mayhem-migration-sniper	https://github.com/Boniface-committs/pumpfun-mayhem-migration-sniper	—	1
pumpfun-mayhem-volume-bot	https://github.com/oleg951/pumpfun-mayhem-volume-bot	—	1
pumpfun-risk-analyzer	https://github.com/varun4gv/pumpfun-risk-analyzer	—	1
pumpfun-smart-contract	https://github.com/halilege123/Pumpfun-Smart-Contract	—	1
pumpfun-sniper-bot	https://github.com/wagawgaw/Pumpfun-Sniper-Bot	—	1
pumpfun-terminal	https://github.com/JaytraJ/pumpfun-terminal	—	1
pumpsploit	https://github.com/broly907246/pumpsploit	—	1
pumpswap-migration-sniper	https://github.com/bekatcho90/pumpswap-migration-sniper	—	1
puppy-stardew-server	https://github.com/iffy-genusblandfordia5006/puppy-stardew-server	—	1
purchase-requisition-form-system	https://github.com/navithub/purchase-requisition-form-system	—	1
pure-function-interactive	https://github.com/leoanrds/pure-function-interactive	—	1
purplestar	https://github.com/seebi70/PurpleStar	—	1
purrtran	https://github.com/ppsivanvlr/purrtran	—	1
pwnagotchi-store	https://github.com/zitekjan1/pwnagotchi-store	—	1
pwnagotchi_app	https://github.com/Matiasv6193/Pwnagotchi_App	—	1
pwskills_assignment	https://github.com/arpan02/pwskills_assignment	—	1
pxcommands	https://github.com/wckdbozo/pxCommands	—	1
pxlkit	https://github.com/winfbmlg/pxlkit	—	1
pybooklid	https://github.com/Topannnn/pybooklid	—	1
pycalc	https://github.com/vsparedes/PyCalc	—	1
pyconfe-test	https://github.com/neontubesilurusglanis863/Pyconfe-test	—	1
pydebflow	https://github.com/Mard1001/PyDebFlow	—	1
pydoll-capsolver	https://github.com/FarofeiroBR/pydoll-capsolver	—	1
pydre-parallelism-benchmark	https://github.com/Ed1P/pydre-parallelism-benchmark	—	1
pydrg	https://github.com/SZKraines/PyDrg	—	1
pyflightprofiler	https://github.com/Szhuaa/PyFlightProfiler	—	1
pyframe	https://github.com/tokoyusa/pyframe	—	1
pypi-security-best-practices	https://github.com/tildaknifelike3834/pypi-security-best-practices	—	1
pypty	https://github.com/himanshuhunterbaba/PyPTY	—	1
pyqt6-password-generator-analyzer	https://github.com/salman3757/PyQt6-Password-Generator-Analyzer	—	1
pyramidstore	https://github.com/thienbaonigg/PyramidStore	—	1
pyre-code	https://github.com/Rogo9901/pyre-code	—	1
pyroki	https://github.com/clearn23/pyroki	—	1
pyrsistencesniper	https://github.com/stcitlab1/PyrsistenceSniper	—	1
pyspark	https://github.com/Sudharsanan098/PySpark	—	1
pyspark-etl-automation	https://github.com/roseannspastic496/pyspark-etl-automation	—	1
pystrict-strict-python	https://github.com/janiyak/PyStrict-strict-python	—	1
pytennet	https://github.com/lonelyratt/PyTenNet	—	1
python	https://github.com/ixczo/python	—	1
python-3.14-android-free-threading	https://github.com/zirlyferaaarsyll/python-3.14-android-free-threading	—	1
python-ai-chatbot-huggingface	https://github.com/ibrahima0101/python-ai-chatbot-huggingface	—	1
python-ai-image-captioning	https://github.com/alexsander-souza-as/python-ai-image-captioning	—	1
python-api-base	https://github.com/Raffyn2/python-api-base	—	1
python-batch-image-reduction	https://github.com/hajjjaji93/python-batch-image-reduction	—	1
python-ds-ml-roadmap	https://github.com/lanetteloaded524/python-ds-ml-roadmap	—	1
python-e2ee-hacker-chat	https://github.com/kbjtushar/Python-E2EE-Hacker-Chat	—	1
python-expert-agent	https://github.com/Rick12357/python-expert-agent	—	1
python-feedback-sdk	https://github.com/houssamks/python-feedback-sdk	—	1
python-kit	https://github.com/jblu608/Python-KIT	—	1
python-libraries-for-data-science-	https://github.com/MohdSardar/Python-Libraries-for-Data-Science-	—	1
python-live-currency-converter	https://github.com/Gamble1234/python-live-currency-converter	—	1
python-mastery-hub	https://github.com/Dhayalsanthosh/Python-Mastery-Hub	—	1
python-mini-projects	https://github.com/harrystark01/python-mini-projects	—	1
python-noadmin	https://github.com/el4rjoun/Python-NoAdmin	—	1
python-practices	https://github.com/elchino1982/python-practices	—	1
python-project-	https://github.com/jr8478227-glitch/python-project-	—	1
python-sdk	https://github.com/GalaxyMindPower/python-sdk	—	1
python-skill	https://github.com/heamlk/Python-Skill	—	1
python-sorting-algorithms-visualizer	https://github.com/Alpaymh/Python-Sorting-Algorithms-Visualizer	—	1
python-terminal-chat	https://github.com/kk2091954-hash/Python-Terminal-Chat	—	1
python-uv-template	https://github.com/EXLIP0/python-uv-template	—	1
python_type_hinting_guide	https://github.com/gabrielboyd/python_type_hinting_guide	—	1
python_zero_to_hero	https://github.com/ryuzaki724/python_zero_to_hero	—	1
pythontoexe	https://github.com/Zenitho-Live/PythonToEXE	—	1
pythonvectordb	https://github.com/leitoooatr/PythonVectorDB	—	1
pytorch-focalloss	https://github.com/Sasirumindaka10/pytorch-focalloss	—	1
pytorch-gpt2-persian-sentiment-generation	https://github.com/Diatomic-assay511/pytorch-gpt2-persian-sentiment-generation	—	1
pytorch-pinn-coupled-spring-mass	https://github.com/darelleascendant189/pytorch-pinn-coupled-spring-mass	—	1
pytorch-rnn-vs-transformer-persian-generation	https://github.com/Gujuju04/pytorch-rnn-vs-transformer-persian-generation	—	1
pyvizast	https://github.com/liodlido3-blip/PyVizAST	—	1
qa-automation-framework	https://github.com/thnakorn/QA-Automation-Framework	—	1
qa-orchestrator-platform	https://github.com/Brickredpound972/qa-orchestrator-platform	—	1
qadchat	https://github.com/cayboy664/qadchat	—	1
qanto	https://github.com/luisdj10/QANTO	—	1
qaoa-based-energy-efficient-satellite-task-scheduling-project-	https://github.com/samshohag/QAOA-Based-Energy-Efficient-Satellite-Task-Scheduling-Project-	—	1
qchat	https://github.com/landonboxedu54/qchat	—	1
qclaw-old	https://github.com/Commutertrafficfarsi309/Qclaw-old	—	1
qclaw-skip-invite	https://github.com/warm-mannalichen723/qclaw-skip-invite	—	1
qclaw-wechat-client	https://github.com/Arlinablind800/qclaw-wechat-client	—	1
qdrant-search-products	https://github.com/Darricksyllabled150/qdrant-search-products	—	1
qdrant-self-hosted	https://github.com/champ9090/qdrant-self-hosted	—	1
qemu-gui	https://github.com/capim0valha/QEMU-GUI	—	1
qiankunquan	https://github.com/studysk890/QianKunQuan	—	1
qiaomu-music-player-ncm	https://github.com/rychardsonaguar-art/qiaomu-music-player-ncm	—	1
qidi_q2_mainline_klipper	https://github.com/sidiboy/Qidi_Q2_Mainline_Klipper	—	1
qie-bbox-studio	https://github.com/Hefty-cakchiquel295/QIE-Bbox-Studio	—	1
qiling-disk-master-repack	https://github.com/Darsq/QILING-Disk-Master-Repack	—	1
qingjuan	https://github.com/Ethelindribless362/QingJuan	—	1
qiushi-skill	https://github.com/SanjithBolloju18/qiushi-skill	—	1
qlib	https://github.com/kwbet12/qlib	—	1
qorpo-world-crypto-bot-crypto-game-auto-farm-clicker-cheat-token-hack-api	https://github.com/elroxu/Qorpo-World-Crypto-Bot-Crypto-Game-Auto-Farm-Clicker-Cheat-Token-Hack-Api	—	1
qp	https://github.com/Kavishp7499/qp	—	1
qq-farm-cdp-auto	https://github.com/soldat-panther/qq-farm-cdp-auto	—	1
qr	https://github.com/car231da/QR	—	1
qr-code-generater	https://github.com/babachar20/qr-code-generater	—	1
qr-kit	https://github.com/Ahmedyou1598/qr-kit	—	1
qris-api	https://github.com/li329211/qris-api	—	1
qry	https://github.com/Alior8238/qry	—	1
qt-liquid-glass	https://github.com/sooryanaga/qt-liquid-glass	—	1
qualcomm_gbl_exploit_poc	https://github.com/rehman2052/qualcomm_gbl_exploit_poc	—	1
qualioro	https://github.com/kytheanit12/Qualioro	—	1
quals-2025	https://github.com/Charlex03/quals-2025	—	1
quanlisv	https://github.com/Hung27091/quanlisv	—	1
quantdinger	https://github.com/Sammy18032100/QuantDinger	—	1
quantds	https://github.com/cristianmacbook0-netizen/quantds	—	1
quantum	https://github.com/vipmahesh/quantum	—	1
quantum-noise-signal-classifier	https://github.com/rutherforddock910/quantum-noise-signal-classifier	—	1
quantumtiler	https://github.com/averickmedia125/QuantumTiler	—	1
quarkus-openapi-problem	https://github.com/Skibidi-crypto/quarkus-openapi-problem	—	1
quasarrat-remote-access-tool	https://github.com/BashSpiceRB/QuasarRAT-Remote-Access-Tool	—	1
query-genie	https://github.com/isma9127/query-genie	—	1
querydump	https://github.com/kareemadam/QueryDump	—	1
queryoptimizer	https://github.com/muquisjose/QueryOptimizer	—	1
quest_ai_assistant	https://github.com/ameyagit25/Quest_AI_Assistant	—	1
questie-335-epoch	https://github.com/leandro4856/questie-335-epoch	—	1
quickbench	https://github.com/Messa8301/quickbench	—	1
quickcode	https://github.com/Betainebuttery433/QuickCode	—	1
quicknews	https://github.com/sarcosomal-demetrius821/QuickNews	—	1
quickrag	https://github.com/hassanamir24/quickrag	—	1
quickrss.koplugin	https://github.com/FadedSwatz/quickrss.koplugin	—	1
quindec-toolchanger	https://github.com/rr8ompsi/quindec-toolchanger	—	1
quirkpy	https://github.com/rhythmobile/QuirkPy	—	1
quiz-management-system	https://github.com/sushanth7-jpg/quiz-management-system	—	1
quiz-master-app-v1	https://github.com/Slepj/Quiz-Master-App-V1	—	1
quiz-supermo-web-app	https://github.com/ADITA-SAMA/quiz-supermo-web-app	—	1
quora-data-exporter	https://github.com/Boardingschooleyck808/Quora-Data-Exporter	—	1
quora-trending-topics-bot	https://github.com/ego531/Quora-Trending-Topics-Bot	—	1
quorixjwt	https://github.com/Zeidmakic/QuorixJWT	—	1
quorum	https://github.com/shraz237/quorum	—	1
quotex-historical-data	https://github.com/chililutefisk51/quotex-historical-data	—	1
qv-pipe-classifier	https://github.com/harshil-cloud/qv-pipe-classifier	—	1
qwanflc.github.io	https://github.com/QWanFLC/qwanflc.github.io	—	1
qwen-image-diffusion	https://github.com/Vinicius268/Qwen-Image-Diffusion	—	1
qwen-image-edit-2509-loras-fast	https://github.com/ManojkumarMangalore/Qwen-Image-Edit-2509-LoRAs-Fast	—	1
qwen-image-edit-2509-loras-fast-fusion-lazy-load	https://github.com/eroeswim/Qwen-Image-Edit-2509-LoRAs-Fast-Fusion-Lazy-Load	—	1
qwen-image-edit-2509-loras-fast-lazy-load	https://github.com/xolayugh/Qwen-Image-Edit-2509-LoRAs-Fast-Lazy-Load	—	1
qwen-php-client	https://github.com/0ogata0/qwen-php-client	—	1
qwen3-vl-embedding	https://github.com/Maplecoder18/Qwen3-VL-Embedding	—	1
qwen3.5-9b-toolhub	https://github.com/Paata28b/Qwen3.5-9B-ToolHub	—	1
qwen3.5-turboquant-mlx-lm	https://github.com/gonzalescataphatic400/Qwen3.5-TurboQuant-MLX-LM	—	1
qwen3_computer_use	https://github.com/Klc26/qwen3_computer_use	—	1
qwenchat2api	https://github.com/Tiaeventful732/QwenChat2Api	—	1
qwer	https://github.com/Cane4ka777/qwer	—	1
r-shiny-dice-roller-app	https://github.com/AnujTheKing9/r-shiny-dice-roller-app	—	1
r2modmanplus	https://github.com/santibernardini/r2modmanPlus	—	1
r3f-character-dance	https://github.com/Khaionsen/r3f-character-dance	—	1
r3f-monitor	https://github.com/isaac221133/r3f-monitor	—	1
r6-recoil-control-aim-bot-assist-research-2026-	https://github.com/metaphysical-cosmolatry746/R6-Recoil-Control-Aim-bot-Assist-Research-2026-	—	1
r6-recoil-reducer	https://github.com/meneater69/R6-Recoil-Reducer	—	1
raac-adventures	https://github.com/hassanaht/RAAC-Adventures	—	1
rabbitmap	https://github.com/Axtrax27/rabbitmap	—	1
rabe	https://github.com/Comprehendible-genuslobelia764/RABE	—	1
racemake-challenge	https://github.com/Lazloinorganic902/racemake-challenge	—	1
radiosonde-telegram-bot	https://github.com/hassan0777/Radiosonde-Telegram-Bot	—	1
raditpasy25.github.io	https://github.com/raditpasy25/raditpasy25.github.io	—	1
rafx	https://github.com/M949939/rafx	—	1
rag-ai-system	https://github.com/rehison0-max/rag-ai-system	—	1
rag-forge	https://github.com/Arthrocentesisgenusphylloxera328/rag-forge	—	1
rag-from-scratch	https://github.com/1green9code9ondas9/rag-from-scratch	—	1
rag-pipeline-dashboard	https://github.com/persona-net/rag-pipeline-dashboard	—	1
rag-python-rag	https://github.com/Kenzzy69/rag-python-rag	—	1
rag-ready-extractor	https://github.com/delilahsaprophytic338/rag-ready-extractor	—	1
rag_service	https://github.com/Thaddaeu5/rag_service	—	1
ragcraft	https://github.com/Monke1/ragcraft	—	1
rage-quit	https://github.com/incognegro253-source/rage-quit	—	1
ragtable-extract	https://github.com/beenguelllayounes/ragtable-extract	—	1
raid-tool-selfpro-recode	https://github.com/enesbaba6873/raid-tool-SelfPro-recode	—	1
railflow	https://github.com/Saad1001S/Railflow	—	1
railone	https://github.com/cristopher1023/railOne	—	1
rails_copilot_instructions	https://github.com/Venomjs/rails_copilot_instructions	—	1
rails_orchestrator	https://github.com/TrueBloodAlbozz/rails_orchestrator	—	1
rainbow-six-siege-x-enhanced-toolkit	https://github.com/M949939/rainbow-six-siege-x-enhanced-toolkit	—	1
rainfall-predictor-using-random-forest	https://github.com/bucvoinafn/Rainfall-Predictor-Using-Random-Forest	—	1
rainsense-iot	https://github.com/jonathanloucks/RainSense-IoT	—	1
rajendra2604.github.io	https://github.com/rajendra2604/rajendra2604.github.io	—	1
raknot-ui	https://github.com/urnansucker2000fuckme/Raknot-UI	—	1
ralph-wiggum-codex	https://github.com/theflixerbox77/ralph-wiggum-codex	—	1
randevupy	https://github.com/Martinmortifying836/RandevuPy	—	1
random-forest-model-ems-system-data-machine-learning-early-warning	https://github.com/Legalagecolouring820/Random-Forest-Model-EMS-system-data-machine-learning-early-warning	—	1
random-mnemonic-phrase-generator	https://github.com/sd-que/Random-Mnemonic-Phrase-Generator	—	1
raptorq_article	https://github.com/GrzybexYT/raptorq_article	—	1
rarch	https://github.com/Prakash6381/rarch	—	1
rat	https://github.com/Jeremy344555/rat	—	1
ratatui-hypertile	https://github.com/ElairJunior/ratatui-hypertile	—	1
rating-sync	https://github.com/rifatislam9/rating-sync	—	1
rationtrack	https://github.com/B0zrx/RationTrack	—	1
ratsnest	https://github.com/diorwave/ratsnest	—	1
ravage	https://github.com/FL1GHT5/Ravage	—	1
ravana	https://github.com/wccws/Ravana	—	1
ravscan	https://github.com/Jmart1989/ravscan	—	1
raw_project	https://github.com/ryanmoehs/raw_project	—	1
rawctl	https://github.com/Libs9977/rawctl	—	1
rawq	https://github.com/Isletkreisler490/rawq	—	1
raydium-trading-bot	https://github.com/hungnguyen1509asd/raydium-trading-bot	—	1
rayleigh-taylor-instability-simulation	https://github.com/tiktokfnf33/Rayleigh-Taylor-Instability-Simulation	—	1
raylib-template	https://github.com/eastgerman-internist198/raylib-template	—	1
raylib4playstation2	https://github.com/MohdSardar/raylib4PlayStation2	—	1
raylibue	https://github.com/PedraoDUgas/RaylibUE	—	1
razer-cortex-hub	https://github.com/Game-Boost-Hub/Razer-Cortex-Hub	—	1
rblx-shaders-v1.4.1	https://github.com/xelgenrel/rblx-shaders-v1.4.1	—	1
rbust	https://github.com/notghost634-cyber/RBust	—	1
rbxfpsunlocker	https://github.com/linapatel518/rbxfpsunlocker	https://github.com/yurism123/rbxfpsunlocker	2
rci_radiation	https://github.com/yacibbbbb/RCI_radiation	—	1
rd-net	https://github.com/iswarsarma/rd-net	—	1
rdl_internship_project	https://github.com/nnbb917/RDL_INTERNSHIP_PROJECT	—	1
react-accordion	https://github.com/vuhuuu11/react-accordion	—	1
react-address-insights-webpage	https://github.com/yarrabolukittu/react-address-insights-webpage	—	1
react-express-docker	https://github.com/mikexell/react-express-docker	—	1
react-flower-shop-website-template	https://github.com/Night63826281/react-flower-shop-website-template	—	1
react-form-validator-pro	https://github.com/bigdaveyy/react-form-validator-pro	—	1
react-hooks-1771919099-3	https://github.com/firasxp/react-hooks-1771919099-3	—	1
react-hooks-1771920333-1	https://github.com/ChefDanielle/react-hooks-1771920333-1	—	1
react-local-fetch	https://github.com/Hootchwormfamily475/react-local-fetch	—	1
react-macbook-landing	https://github.com/Marfiz1006/react-macbook-landing	—	1
react-monorepo-template	https://github.com/Michael123h/react-monorepo-template	—	1
react-native-nitro-store-country	https://github.com/omchevli2003/react-native-nitro-store-country	—	1
react-native-profile-card	https://github.com/avinash9336/react-native-profile-card	—	1
react-native-richify	https://github.com/fizzalari/react-native-richify	—	1
react-native-shimmer-text	https://github.com/B-e-a-s-t69/react-native-shimmer-text	—	1
react-native-showtime	https://github.com/Inflated-aristocracy872/react-native-showtime	—	1
react-native-template-app	https://github.com/aofkachi/react-native-template-app	—	1
react-native-zoom-grid	https://github.com/hezeghaluwawo/react-native-zoom-grid	—	1
react-open-source-components	https://github.com/halo1187447/react-open-source-components	—	1
react-project-router	https://github.com/billtine/React-Project-Router	—	1
react-rhf-zod-form	https://github.com/juangemplay/react-rhf-zod-form	—	1
react-theme-weaver-boilerplate	https://github.com/lovekalia/react-theme-weaver-boilerplate	—	1
react-view-import	https://github.com/eduxxhdfgfd/react-view-import	—	1
reactbasics	https://github.com/Nutifafa7/Reactbasics	—	1
reacti-do	https://github.com/TomerD999/reacti-do	—	1
reactnativecliboilerplate	https://github.com/rifat-jahan10/reactnativecliboilerplate	—	1
reactzero-flow	https://github.com/Gelobre6231/ReactZero-flow	—	1
read-me-craft	https://github.com/Santos1957u/read-me-craft	—	1
reader3	https://github.com/sebaspc136/reader3	—	1
readme-desktop-library_website	https://github.com/analyst1027/README-Desktop-LIBrary_Website	—	1
real-estate-mvp	https://github.com/UShishir5355t/real-estate-mvp	—	1
real-estate-platform	https://github.com/AzzaFizatiaina/real-estate-platform	—	1
real-random-taxfree-address	https://github.com/kamryn2993/real-random-taxfree-address	—	1
real-time-arp-spoofing-detection-notification-tool	https://github.com/biruk0125/Real-Time-ARP-Spoofing-Detection-Notification-Tool	—	1
real-time-finger-counter-application	https://github.com/Deepakr136/Real-time-finger-counter-application	—	1
real-time-payment-architecture-orchestration	https://github.com/vikaskr7838/real-time-payment-architecture-orchestration	—	1
real-time-ride-matching-platform-	https://github.com/romualdusa1913/Real-Time-Ride-Matching-Platform-	—	1
real-time-voice-translator	https://github.com/Jopex1/real-time-voice-translator	—	1
real-world-rails	https://github.com/NickXD4/real-world-rails	—	1
realdesk	https://github.com/skullzoinks/RealDesk	—	1
realtime-chat-app	https://github.com/mehedihasanfarabi10/realtime-chat-app	—	1
realtime-data-pipeline	https://github.com/MohamedSamiHdj/realtime-data-pipeline	—	1
realtime-fx-rate-processor	https://github.com/7lm506/realtime-fx-rate-processor	—	1
realtime-vision-captioning	https://github.com/mostafa1344/realtime-vision-captioning	—	1
realwonder	https://github.com/Chrisisaac948/RealWonder	—	1
reamd	https://github.com/Tushchi/ReaMD	—	1
reanimated-sparkles	https://github.com/malcolmne/reanimated-sparkles	—	1
reasonbench	https://github.com/Sahilrajveer/reasonbench	—	1
rebecca-minkoff-scraper	https://github.com/hirak123github/Rebecca-Minkoff-Scraper	—	1
rebootx	https://github.com/BLAZEJ2005/RebootX	—	1
recall	https://github.com/aliya818/recall	—	1
